content,category,cluster,content_for_labeling,topic_label
"pkl di trotoar menghalangi pejalan kaki dan blok penuntun arah untuk tunanetra. pantes idupnya ga berkah, korupsi hak orang lain kwwkkwwk pedagang kaki lima (pkl) yang berjualan di trotoar melanggar beberapa aturan dalam hukum di indonesia, terutama terkait penggunaan fasilitas umum yang diperuntukkan bagi pejalan kaki. berikut adalah beberapa hukum yang dilanggar: 1. undang-undang nomor 22 tahun 2009 tentang lalu lintas dan angkutan jalan (uu llaj) pasal 45 ayat 1, yang menyatakan bahwa trotoar diperuntukkan khusus bagi pejalan kaki. pkl yang menggunakan trotoar untuk berjualan melanggar peruntukan trotoar sebagai fasilitas publik. 2. peraturan daerah (perda): setiap daerah di indonesia biasanya memiliki peraturan daerah yang mengatur tentang ketertiban umum, termasuk larangan berjualan di tempat-tempat yang tidak semestinya, seperti trotoar. misalnya, di dki jakarta, ada peraturan daerah dki jakarta nomor 8 tahun 2007 tentang ketertiban umum, yang melarang penggunaan trotoar untuk aktivitas lain selain untuk pejalan kaki. • pasal 25 ayat 1 perda ini menyebutkan bahwa setiap orang dilarang melakukan kegiatan yang mengakibatkan terganggunya fungsi trotoar, seperti berjualan di trotoar. 3. pasal 275 ayat 1 uu llaj juga mengatur tentang larangan menempatkan benda-benda di jalan yang bisa menghalangi lalu lintas atau mengurangi fungsi jalan, termasuk trotoar. pkl yang berjualan di trotoar bisa dikenakan denda atau hukuman pidana dengan kurungan paling lama 1 tahun atau denda paling banyak rp24 juta. dengan melanggar aturan-aturan tersebut, pkl yang berjualan di trotoar dapat dikenakan sanksi administratif atau pidana, seperti pengusiran, penyitaan barang, atau denda, tergantung peraturan daerah setempat dan tindakan dari aparat penegak hukum.",Trotoar,34,trotoar halang pejal kaki blok tuntun arah tunanetra pantes idupnya berkah korupsi hak orang kwwkkwwk dagang kaki jual trotoar langgar atur hukum indonesia kait guna fasilitas untuk pejal kaki hukum langgar undang undang nomor lintas angkut jalan uu llaj pasal ayat trotoar untuk khusus pejal kaki trotoar jual langgar untuk trotoar fasilitas publik atur daerah perda daerah indonesia milik atur daerah atur tertib larang jual mesti trotoar dki jakarta atur daerah dki jakarta nomor tertib larang guna trotoar aktivitas pejal kaki pasal ayat perda orang larang giat akibat ganggu fungsi trotoar jual trotoar pasal ayat uu llaj atur larang tempat benda benda jalan halang lintas kurang fungsi jalan trotoar jual trotoar kena denda hukum pidana kurung denda rp juta langgar atur atur jual trotoar kena sanksi administratif pidana usir sita barang denda gantung atur daerah tindak aparat tegak hukum,"['trotoar', 'pasal', 'kendara', 'atur', 'llaj']"
"mohon bantuannya untuk toping pohon sisi kanan dan kiri, karena sudah lebat dan rawan tumbang, khawatir dapat menimpa kendaraan yang lewat",Pohon,6,mohon bantu toping pohon sisi kanan kiri lebat rawan tumbang khawatir timpa kendara,"['pohon', 'kabel', 'mohon', 'bahaya', 'jalan']"
"pedagang kaki lima (pkl) yang berjualan di trotoar melanggar beberapa aturan dalam hukum di indonesia, terutama terkait penggunaan fasilitas umum yang diperuntukkan bagi pejalan kaki. berikut adalah beberapa hukum yang dilanggar: 1. undang-undang nomor 22 tahun 2009 tentang lalu lintas dan angkutan jalan (uu llaj) pasal 45 ayat 1, yang menyatakan bahwa trotoar diperuntukkan khusus bagi pejalan kaki. pkl yang menggunakan trotoar untuk berjualan melanggar peruntukan trotoar sebagai fasilitas publik. 2. peraturan daerah (perda): setiap daerah di indonesia biasanya memiliki peraturan daerah yang mengatur tentang ketertiban umum, termasuk larangan berjualan di tempat-tempat yang tidak semestinya, seperti trotoar. misalnya, di dki jakarta, ada peraturan daerah dki jakarta nomor 8 tahun 2007 tentang ketertiban umum, yang melarang penggunaan trotoar untuk aktivitas lain selain untuk pejalan kaki. • pasal 25 ayat 1 perda ini menyebutkan bahwa setiap orang dilarang melakukan kegiatan yang mengakibatkan terganggunya fungsi trotoar, seperti berjualan di trotoar. 3. pasal 275 ayat 1 uu llaj juga mengatur tentang larangan menempatkan benda-benda di jalan yang bisa menghalangi lalu lintas atau mengurangi fungsi jalan, termasuk trotoar. pkl yang berjualan di trotoar bisa dikenakan denda atau hukuman pidana dengan kurungan paling lama 1 tahun atau denda paling banyak rp24 juta. dengan melanggar aturan-aturan tersebut, pkl yang berjualan di trotoar dapat dikenakan sanksi administratif atau pidana, seperti pengusiran, penyitaan barang, atau denda, tergantung peraturan daerah setempat dan tindakan dari aparat penegak hukum.",Trotoar,34,dagang kaki jual trotoar langgar atur hukum indonesia kait guna fasilitas untuk pejal kaki hukum langgar undang undang nomor lintas angkut jalan uu llaj pasal ayat trotoar untuk khusus pejal kaki trotoar jual langgar untuk trotoar fasilitas publik atur daerah perda daerah indonesia milik atur daerah atur tertib larang jual mesti trotoar dki jakarta atur daerah dki jakarta nomor tertib larang guna trotoar aktivitas pejal kaki pasal ayat perda orang larang giat akibat ganggu fungsi trotoar jual trotoar pasal ayat uu llaj atur larang tempat benda benda jalan halang lintas kurang fungsi jalan trotoar jual trotoar kena denda hukum pidana kurung denda rp juta langgar atur atur jual trotoar kena sanksi administratif pidana usir sita barang denda gantung atur daerah tindak aparat tegak hukum,"['trotoar', 'pasal', 'kendara', 'atur', 'llaj']"
masalah ini terjadi saat. bocor nya pam. butuh segera ditindaklanjuti karena genangan air yang ganggu pas di jalan. segera tindak lanjuti masalah,Jalan,3,bocor pam butuh ditindaklanjuti genang air ganggu pas jalan tindak lanjut,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
"selamat siang yth dishub dki jakarta, berkaitan dengan laporan jk2503130304 saya ingin mengkritik seharusnya laporan dikerjakan di hari kerja, bukan hari minggu. terlihat di foto tidak ada jam bubar kuliah karena jelas-jelas weekend. sampoerna university seringkali bubar kuliah jam 14:35 - 16:30 yang sering mengganggu jalan utama, bukan hari sabtu dan minggu. mohon petugas dishub standby di hari kerja, bukan weekend. saya akan terus melaporkan jika tidak dikerjakan di hari kerja, karena keluhan saya sebelumnya saya berharap ditindaklanjuti di jumat, malah di hari minggu. demikian, terima kasih!🙏",Arus Lalu Lintas,7,selamat siang yth dishub dki jakarta kait lapor kritik lapor kerja minggu foto jam bubar kuliah weekend sampoerna university seringkali bubar kuliah jam ganggu jalan utama sabtu minggu mohon tugas dishub standby kerja weekend lapor kerja keluh harap ditindaklanjuti jumat minggu terima kasih,"['macet', 'jalan', 'arah', 'lampu', 'mohon']"
ini sepertinya lampu lalu lintas buat belok ke kiri ya? (soalnya lampuny hanya kuning saja) kalau memang buat belok ke kiri tolong diberi panah kiri agar jelas dan tidak membuat bingung pengguna jalan,Perlengkapan Lalu Lintas,7,lampu lintas belok kiri lampuny kuning belok kiri tolong panah kiri bingung guna jalan,"['macet', 'jalan', 'arah', 'lampu', 'mohon']"
banner sumbangan komersil liar tanpa ijin dan banner2 liar lainnya dipasang di pagar separator jalur busway di tengah2 jalan umum.,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",30,banner sumbang komersil liar ijin banner liar pasang pagar separator jalur busway jalan,"['jalan', 'pasang', 'atur', 'liar', 'ijin']"
ada pelanggaran segera tindak lanjuti masalah masalah ini terjadi saat butuh segera ditindaklanjuti karena mengganggu akses jalan.,Parkir Liar,20,langgar tindak lanjut butuh ditindaklanjuti ganggu akses jalan,"['tindak', 'butuh', 'ditindaklanjuti', 'langgar', 'jalan']"
parkir liar didepan kantor kelurahan paseban ada pelanggaran,Parkir Liar,10,parkir liar depan kantor lurah paseban langgar,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
"baliho liar tanpa ijin dipasang dan disandarkan di tiang pju penerangan jalan umum / tiang listrik dan diikat di tiang marka jalan di atas trotoar di pinggir jalan umum. tolong pihak yg berwenang agar mentertibkan sesuai peraturan yg berlaku dan jangan mengulur waktu hingga acara selesai dan menyerahkan ke pihak pelanggar untuk mencopot sendiri atribut kepada pelanggar karena tidak akan diturunkan. memakai sarana umum, fasos, fasilitas umum atau ruang publik untuk kepentingan kelompok atau pribadi tanpa ijin resmi memasang atribut sangat menyalahi aturan yg berlaku. mengacu pada pergub 244 pasal 52 ayat 1 disebutkan: setiap orang atau badan dilarang menempatkan atau memasang lambang, simbol, bendera, baliho, spanduk, umbul-umbul, maupun atribut-atribut lainnya pada pagar pemisah jembatan, pagar pemisah jalan, jalan, jembatan penyeberangan, halte, terminal, taman, tiang lampu, tiang listrik dan tempat umum lainnya. mengulur waktu penyelesaian laporan (termasuk mengaktifkan fitur esw) atau menyelesaikan laporan dengan alasan nanti pihak pemasang akan membongkar sendiri setelah acara bukanlah solusi yg benar dan bertanggung jawab. mari sama2 jadikan jakarta kota yg tertib untuk kebaikan bersama.","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",30,baliho liar ijin pasang sandar tiang terang jalan umum terang jalan tiang listrik ikat tiang marka jalan trotoar pinggir jalan tolong wenang tertib sesuai atur laku ulur acara selesai serah langgar copot atribut langgar turun pakai sarana fasos fasilitas ruang publik penting kelompok pribadi ijin resmi pasang atribut salah atur laku acu pergub pasal ayat orang badan larang tempat pasang lambang simbol bendera baliho spanduk umbul umbul atribut atribut pagar pisah jembatan pagar pisah jalan jalan jembatan seberang halte terminal taman tiang lampu tiang listrik ulur selesai lapor aktif fitur esw selesai lapor alas pasang bongkar acara solusi tanggung mari jadi jakarta kota tertib baik,"['jalan', 'pasang', 'atur', 'liar', 'ijin']"
"kemacetan total panjang mengular akibat pekerjaan dinas tata air perbaikan gorong gorong.. solusi; pengerjaan sebaiknya dilakukan malam hari hingga subuh,sehingga mengurangi kemacetan di aktivitas padat masyarakat",Jalan,1,macet total ular akibat kerja dinas tata air baik gorong gorong solusi kerja malam subuh kurang macet aktivitas padat masyarakat,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
"lebih banyak rakyat korup coyyy wkwkwk. bismillah ganti rakyat kendaraan yang memasuki jalur khusus transjakarta melanggar beberapa aturan dalam hukum lalu lintas indonesia, khususnya terkait penggunaan jalur yang telah ditetapkan hanya untuk kendaraan tertentu. berikut adalah hukum-hukum yang dilanggar: 1. pasal 287 ayat 1 undang-undang nomor 22 tahun 2009 tentang lalu lintas dan angkutan jalan (uu llaj), yang mengatur sanksi bagi pelanggaran perintah atau larangan yang dinyatakan dengan rambu lalu lintas atau marka jalan. jalur khusus transjakarta biasanya dilengkapi dengan rambu-rambu yang menunjukkan bahwa jalur tersebut hanya diperuntukkan bagi bus transjakarta. melanggar rambu ini dapat dikenakan pidana kurungan paling lama 2 bulan atau denda paling banyak rp500.000. 2. pasal 284 uu llaj, yang mengatur tentang kewajiban bagi pengemudi untuk memprioritaskan kendaraan tertentu, seperti kendaraan umum. kendaraan pribadi yang menggunakan jalur busway tanpa izin dapat dianggap mengganggu fungsi kendaraan umum dan melanggar aturan ini. 3. peraturan daerah (perda): beberapa daerah, seperti dki jakarta, juga memiliki aturan daerah yang lebih spesifik mengenai pelanggaran penggunaan jalur busway. di dki jakarta, ada peraturan gubernur (pergub) dki jakarta nomor 195 tahun 2014 yang mengatur tentang larangan kendaraan selain bus transjakarta menggunakan jalur busway. pengendara yang melanggar ketentuan ini biasanya akan dikenai sanksi tilang oleh petugas kepolisian atau dinas perhubungan, dan dalam beberapa kasus kendaraan bisa langsung ditilang di tempat atau dikenai sanksi berupa denda.",Transportasi Publik,34,rakyat korup coy wkwkwk bismillah ganti rakyat kendara pasuk jalur khusus transjakarta langgar atur hukum lintas indonesia kait guna jalur tetap kendara hukum hukum langgar pasal ayat undang undang nomor lintas angkut jalan uu llaj atur sanksi langgar perintah larang nyata rambu lintas marka jalan jalur khusus transjakarta lengkap rambu rambu jalur untuk bus transjakarta langgar rambu kena pidana kurung denda rp pasal uu llaj atur wajib kemudi prioritas kendara kendara kendara pribadi jalur busway izin anggap ganggu fungsi kendara langgar atur atur daerah perda daerah dki jakarta milik atur daerah spesifik langgar guna jalur busway dki jakarta atur gubernur pergub dki jakarta nomor atur larang kendara bus transjakarta jalur busway kendara langgar tentu kena sanksi tilang tugas polisi dinas hubung kendara langsung tilang kena sanksi denda,"['trotoar', 'pasal', 'kendara', 'atur', 'llaj']"
spanduk liar spanduk liar di tiang di kawasan traffic light ini sekolah punyanya pramono anung apa rano karno? anti tl banget apa dijagain ormas grib?,Reklame/Spanduk ,36,spanduk liar spanduk liar tiang kawasan traffic light sekolah punya pramono anung rano karno anti tolong banget dijagain ormas grib,"['liar', 'spanduk', 'rokok', 'iklan', 'baliho']"
"kabel berantakan banget, tolong dirapikan yaa. makasih",Jaringan Listrik ,6,kabel beranta banget tolong rapi makasih,"['pohon', 'kabel', 'mohon', 'bahaya', 'jalan']"
fokus iklan rokok karna saluran air sudha jadi ajang makan /restoran liar. kapan dicabut . peeda rokok jelas ya. resiko post berulang. hanya fokus foro ikli rokok pada warung yg meraup dua kali dlm hal ini fasum pejalan kaki jadi sarana,Gangguan dan Kebisingan  ,26,fokus iklan rokok karna salur air sudha ajang makan restoran liar cabut peeda rokok resiko post ulang fokus foro ikli rokok warung raup kali fasum pejal kaki sarana,"['unjuk', 'bangun', 'ijin', 'lurah', 'duga']"
"sampah terpal tidak tahu milik siapa, sudah 7 hari disitu. menggangu pejalan kaki utamanya anak anak sekolah karena tidak bisa jalan di trotoar dan mengurangi estetika",Sampah ,10,sampah terpal milik situ menggangu pejal kaki utama anak anak sekolah jalan trotoar kurang estetika,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
"permasalahan : mohon izin petugas izin melaporkan, adanya pelanggaran kepada pelaku usaha pelaku usaha menurunkan muatan menutupi sebagain bahu jalan, sehingga dapat terlihat menimbulkan kemacetan pelaku usaha menurunkan muatan hampir 50 menit lebih sehingga menggangu lalu lintas pengguna kendaraan bermotor/mobil saya berharap kepada petugas yang berwenang dapat melakukan tindak lanjut dan memberikan sanksi terhadap pelaku usaha tersebut, karna ini aktivitas yang di lakukan rutin setiap harinya tindakan laporan saya ini semata karna panggilan hati dan keperdulian saya terhadap lingkungan sekitar terimakasih petugas mohon bantuannya",Parkir Liar,3,masalah mohon izin tugas izin lapor langgar laku usaha laku usaha turun muat tutup sebagain bahu jalan timbul macet laku usaha turun muat menit menggangu lintas guna kendara motor mobil harap tugas wenang tindak sanksi laku usaha karna aktivitas laku rutin hari tindak lapor karna panggil hati duli lingkung terimakasih tugas mohon bantu,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
segera tindak lanjuti masalah sudah ada yg jatuh karena lincin perlu di semprot pemadam mana nch bu rw baru 05,Jalan,3,tindak lanjut jatuh lincin semprot madam nch bu,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
lampu fasum di lingkungan rw 11 cililitan jaktim sdh mati sejak 5 hari yg lalu. mhon bntuanya.. komplek puskesad rw 11 lap olahraga dan fasum butuh segera ditindaklanjuti karena lingkungan gelap,Jaringan Listrik ,11,lampu fasum lingkung cililitan jaktim mati mhon bntuanya komplek puskesad lap olahraga fasum butuh ditindaklanjuti lingkung gelap,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
"lapak2 dan pkl liar berjualan di sepanjang jalan memenuhi taman separator dan bahu jalan yg semustinya diperuntukkan untuk parkir kendaraan untuk tempat usaha legal di sekitarnya dan sebagai ruang hijau. sudah berpuluh2 kali dilaporkan. lingkungan jadi terlihat berantakan dan setiap hari sampah berserakan dan menumpuk dimana2. premanisme yg jg subur di daerah ini didukung oleh oknum aparat yg tidak jujur dan tidak serius menangani pelanggaran aturan di daerah ini. kalau dilaporkan oleh masyarakat, biasanya petugas mengatakan bahwa akan dan sudah dilakukan monitor secara berkala tetapi setiap hari tidak berubah dan pkl liar selalu berada di titik yg sama. bahkan menunjukkan surat peringatan tetapi tidak ada satupun pelanggar yg ditindak dan setiap hari memenuhi jalan. taman kemang itu semustinya area hijau yg sering digunakan masyarakat sekitar untuk lari pagi, jogging atau berkumpul. tempat2 usaha resmi dipenuhi lapak liar dan bahu jalan yg diperuntukkan untuk parkir sepanjang jalan dipenuhi pkl liar. sekarang taman kemang penuh dengan lapak2 dan pkl liar, preman, sampah, pencurian listrik, dll. tolong ditertibkan pada saat hari kerja senin sampai jumat (bukan hari sabtu atau minggu) pada jam makan siang atau sore hari (bukan pagi hari) sesuai peraturan yg berlaku.",PKL Liar,30,lapak liar jual jalan penuh taman separator bahu jalan semustinya untuk parkir kendara usaha legal ruang hijau puluh kali lapor lingkung beranta sampah sera tumpuk mana preman jg subur daerah dukung oknum aparat jujur serius tangan langgar atur daerah lapor masyarakat tugas monitor kala ubah liar titik surat ingat satu langgar tindak penuh jalan taman kemang semustinya area hijau masyarakat lari pagi jogging kumpul usaha resmi penuh lapak liar bahu jalan untuk parkir jalan penuh liar taman kemang penuh lapak liar preman sampah curi listrik tolong tertib kerja senin jumat sabtu minggu jam makan siang sore pagi sesuai atur laku,"['jalan', 'pasang', 'atur', 'liar', 'ijin']"
dishub segera rapikan beton mcb yang berantakan semua. segera tl,Jalan,6,dishub rapi beton mcb beranta tolong,"['pohon', 'kabel', 'mohon', 'bahaya', 'jalan']"
"sampah kaca,lapak sudah lama dan plastik merah. nusim hujan...",Sampah ,14,sampah kaca lapak plastik merah nusim hujan,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
sudin kehutanan segera dipangkas pohon palem semuanya tutupin lampu pju jangan dibiarkan saja,Pohon,16,sudin hutan pangkas pohon palem tutupin lampu terang jalan umum biar,"['pohon', 'terang', 'jalan', 'pangkas', 'bungkus']"
dekat jpo banyak lapak di fasum belum diangkut angkut dan banyak nyamuk akibat sampah,Sampah ,14,jpo lapak fasum angkut angkut nyamuk akibat sampah,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
spanduk liar spanduk liar poli-tikus sampah di jpo malah ngajarin ga bener,Reklame/Spanduk ,36,spanduk liar spanduk liar pol tikus sampah jpo ngajarin,"['liar', 'spanduk', 'rokok', 'iklan', 'baliho']"
yuk trus jaga kebersihan & ketertiban dgn tdk memasang spanduk2 tanpa ijin,Perizinan ,44,ayo jaga bersih tertib pasang spanduk ijin,"['ppsu', 'sampah', 'bersih', 'smg', 'rumput']"
