content,category,cluster
"banyak sampah daun, dan kayu, batu, tolong dibersihkan, terima kasih",Sampah ,37
"banyak sampah dan lumpur pasca banjir kemarin, mohon bantuan untuk dibersihkan","Saluran Air, Kali/Sungai",3
mau beli kambing silakang dtg ke tpu menteng pulo 2 gratiiiis,TPU (Tempat Pemakaman Umum),5
butuh segera ditindaklanjuti karena lampu merah mati di semua arah,Perlengkapan Lalu Lintas,11
"butuh segera ditindaklanjuti karena ada kabel listrik di tiang yang ada di jalan teknologi 11, meruya utara, yang posisinya sudah turun drastis. kabel ini semakin kendur dan berada di ketinggian yang rawan dan mungkin berbahaya, terutama bagi pemotor dan mobil yang melintas. masalah ini terjadi saat saya melewati lokasi dan melihat kabel tersebut sudah berada di posisi yang mulai semakin rendah. jika dibiarkan, dikhawatirkan kabel akan semakin turun hingga menyangkut kendaraan atau bahkan putus, yang tentu berisiko menyebabkan kecelakaan dan membahayakan keselamatan pengguna jalan. apakah ada pemantauan rutin terhadap kondisi kabel listrik di area ini? mohon pihak terkait segera menangani masalah ini sebelum situasinya semakin parah dan menimbulkan insiden yang lebih serius. terima kasih.",Jaringan Listrik ,6
butuh segera ditindaklanjuti karena banyak penumpukan sampah yg belum di buang.,Sampah ,3
tpu menteng pulo 2 jd tempat peternakan kambing gratis,TPU (Tempat Pemakaman Umum),5
"butuh segera ditindaklanjuti karena ada lubang besar, membahayakan pengguna jalan, beberapa kalo ada ban mobil yang masuk ke lubang tersebut, mohon segera dibetulkan dan di tutup, terima kasih",Jalan,1
permasalahan: gerbang kft sumber macet ini. keluar langsung potong untung putar balik. tutup aja mendingan. mana hasil rapatnya?,Arus Lalu Lintas,7
bukan hanya merusak dan mengotori makam tp jg membahayakan pemotor karena kambing berkeliaran jg di jalanan. petugas sudin santai aja deh,TPU (Tempat Pemakaman Umum),5
motor parkir liar mengambil 1 jalur. rambu2 di larang parkir sdh ad.,Parkir Liar,10
"butuh segera ditindaklanjuti pabrik tahu jam 23.58 sampai saat ini masih beroperasi. pabrik pembuatan tahu ini kerapsekali menimbulkan keresahan warga sekitar. dari mulai asap pembakaran yg menggunakan kayu bakar yang menimbulkan sesak pernapasan, dan pembuangan limbah yg di timbun, jadi menimbulkan bau tak sedap sampai ke jalan raya joglo. karena biasanya pabrik tahu itu adanya di pinggir kalau atau sungai yg mengalir deras. tp ini sangat aneh bisa dapat izin untuk pengelolaan pabrik tau. ini bisa bahaya kalau di viralkan. menyangkut yg terlibat di dalamnya bisa kena semua... bisa rame nanti. maka dari itu,,, mohon untuk para petugas kerja sebaik2nya, tanpa embel2 sikat habis bagi yg melanggar. karena ini laporan bukan yg pertama.. terimakasih",Pencemaran Lingkungan ,5
"parkir liar motor yang mau ke pasar kaget pinggir kali di pagi hari, menyebabkan kemacetan panjang karena sempit",Parkir Liar,10
dua banner rokok segera dicopot. padahal diatas saluran air. tuntas tks di atas warli tersebut,Gangguan dan Kebisingan  ,26
"spanduk/poster/mokeup rokok melanggar : - perda no.9/2014 tentang penyelenggaraan reklame, - pergub no.1/2015 tentang larangan penyelenggaraan reklame rokok di media luar ruang, - pergub 148/2017 pasal 45 yg menyatakan penyelenggara dilarang menyelenggarakan reklame rokok atau zat adiktif baik di ruang indoor maupun outdoor. ayo di tl bohong lagi dengan senang hati gw kasih bintang satu ⭐",Kawasan Dilarang Merokok,50
"merujuk pada laporan sebelumnya dengan nomor laporan jk230500060091, jk23017504, jk2312070188 perihal rumah makan yg menggunakan jalan umum sebagai dapur. mohon untuk ditindak tegas sesuai aturan yg berlaku dengan menutup akses pintu dapur ke jalan. karena mengotori lingkungan, polusi dan mengotori saluran air warga. sudah 3 kali laporan ini di buat tapi tidak ada tindakan tegas dari petugas terkait.",Jalan,30
"lampupenyeberangan rusak, ga bisa menyeberang. lampu jalan hijau terus","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",7
lampu penerangan jalanan terhalang bangunan tolong minta di geser,Jalan,4
"saluran drainase rumah 106 tersumbat, diduga imbas pekerjaan normalisasi saluran, butuh segera ditindaklanjuti, karena rumah menjadi terendam saat hujan deras, 86",Fasilitasi Kerjasama/Kolaborasi Pemda DKI,3
bendera liar bendera liar parpol sampah di flyover acara sudah kelar dari kapan tauk kenapa benderanya ga juga ditertibkan? apa karena partainya ndut omon-omon ndasmu?!,Reklame/Spanduk ,36
puluhan truk parkir sembarangan d pinggir jalan. sudah berhari2 dan bikin macet,Parkir Liar,23
"sepemahaman saya busway adalah jalurnya, sementara transjakarta adalah busnya. sedangkan pada rambu ko seperti itu",Jalan,17
"bangunan di duga kos kosan 3 lantai tidak memiliki pbg, melanggar pp 16 tahun 2021 pasal 258 pbg harus terbit sebelum kontruksi di mulai, di mana pengawasan dari pihak terkait yg di berikan tugas dan di gaji oleh pemda, namun banyaknya pelanggaran di lapangan tidak di awasi dengan baik, hal ini bukan hal yg susah di temukan terkhusus di kecamatan duren sawit akibat lemahnya pengawasan, diminta agar petugas terkait turuj kelapangan dan mengecek bangunan tersebut apabila benar blm memiliki pbg agar do berikan sanksi sesuai pp 16 tahun 2021, terima kasih",Tata Ruang dan Bangunan ,8
kemacetan parah akibat galian relokasi kabel fiber optik dan peningkatan layanan air bersih perpiaan oleh pam jaya yang mana seharusnya ada dishub disini yang mengatur lalu lintas bukan hanya dari pihak yang membuat galian atau ormas sekitar.,Jalan,7
segera tindak lanjuti masalah penopingan pohon sawo yg ada di wilayah di dalam tk meruya selatan 2 karena sdh sangat lebat dan tinggi.. terima kasih,Pohon,6
lampu penerangan jalan depan rumah ee7 no 23 redup.. tolong dicek ya pak. terimakasih sbelumnya,Jaringan Listrik ,11
"tolong dong ini di tertibkan, bikin macet ana adoooooh, parkr liar di pos polantas depan u turn kuningan city mall, ini gimana sih konsep nya kok pos polantas malah buat parkiran liar sampe ke tengah jalan begini, motor pada parkir di pedestrian / taman kota, di tengah jalan juga mobil pada parkir, di lindungin pake water barrier pula mobil nya, gimana ini konsepnya ini oy ? itu mobil pejabat apa gimana ?? minta saya tolong 1. usut ini siapa dalang dibalik parkir liar ini karena ini persis di pos polantas loh, jangan jangan ada oknum bermain, 2. mobil ini hampir setiap hari ada disini avanza hitam b 1970ccp usut ini punya siapa kok bisa jadi langganan parkir disini, jangan2 ini mobil oknum, 3 tindak dong preman2 parkir liar ini , jangan perduli ini otaknya apakah aparat atau keparat harus kalian tindak ini. supaya apa ? supaya jakarta kita bersih, teratur, asri, enak dilihat, enak ditinggali, “nyok! bareng bareng kite jage dan kite bangun jakarta selatan kite”",Parkir Liar,10
"pengemis itu kaki nya disabilitas. butuh perubahan hidup untuk mengganti kaki nya. tolong di antar ke panti sosial, supaya hidup nya berubah.",PMKS (Penyandang Masalah Kesejahteraan Sosial),5
butuh segera ditindaklanjuti karena lampu warning light disini mati. tolong segera diperbaiki,Perlengkapan Lalu Lintas,11
lampu lalu lintas mati dari arah keluar tol jasa marga,Perlengkapan Lalu Lintas,11
"mobil hitam parkir selalu disitu membuat sulit orang lain, korupsi jalan segera tindak lanjuti masalah",Parkir Liar,10
butuh segera ditindaklanjuti karena lampu kuning ini redup. tolong segera diperbaiki,Perlengkapan Lalu Lintas,11
"butuh dipangkas, berantakan dan menutupi lampu pju di pedestrian. suram dan gelap di malam hari",Pohon,16
iklan rokok iklan vape di pintu masuk alfamidi,Kawasan Dilarang Merokok,36
setiap hari selalu parkir liar memakan setengah jalan. tolong tindak tegas. tolong ciduk!,Parkir Liar,10
pohon menjuntai berantakan halangi kendaraan. sudin jakut segera dipangkas,Pohon,16
butuh segera ditindaklanjuti karena banyak yang melawan arah disini. tolong ditindak dan diberi sanksi tilang,Arus Lalu Lintas,10
spanduk liar spanduk liar poli-tikus sampah di jpo ayo gubernur baru jangan ngajarin nyampah visual musim kampanye pun jpo dilarang dipasang apk,Reklame/Spanduk ,36
"sudah lama para warga masyarakat meminta di buatkan speedbump di sekitaran perempatan depan masjid jamii nurul iman karena laju kendaraan yg sangat tdk terkendali, mohon segera di tindak lanjuti, trimakasih",Gangguan dan Kebisingan  ,11
baliho liar baliho liar poli-tikus sampah di taman,Reklame/Spanduk ,36
"warga komplek rusun polri satpas sim daan mogot kedaung kaliangke butuh jaklingko. kasihan lansia kalau harus naik busway, jarak 400 mtr kondisi trotoar gak nyaman utk pejalan kaki plus naik jpo nya susah",Transportasi Publik,7
pohon besar menghalangi pencahayaan dan mengganggu kendaraan harap di topping dan dirapikan,Pohon,16
pak mohon ditindak lanjutin ini longsor pak.. smpe tiang listrik juga miring bahaya pak.. segera tindak lanjuti masalah segera tindak lanjuti ya,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",6
"jakarta kpksigap.com tujuan khususnya adalah untuk membebaskan pungutan,meringankan beban siswa,semua sekolah yang sudah terdata dalam sistem data pokok pendidikan dasar dan menengah (dapodikdasmen) menerima dana bos. “undang undang nomor 14 tahun 2008 tentang keterbukaan informasi publik bertujuan untuk menjamin hak warga negara untuk mengetahui rencana, program, proses, dan alasan pengambilan kebijakan publik. uu ini juga mendorong partisipasi masyarakat dalam proses pengambilan kebijakan publik dan pengelolaan badan publik yang baik. (12/02/2025). selain itu, media atau pers berfungsi sebagai kontrol sosial yang dilindungi oleh undang-undang saat melaksanakan tugas jurnalistiknya. saat awak media menyambangi sekolah tersebut perawatan gedung sekolah yg tidak baik.cat cat sekolah yg sudah pada rusak dan terkelupas. sangat amat di sayangkan sekali yang seharus nya dana bos dan bop dapat di alokasikan untuk perawan gedung sekolah. ironis nya sdn kembangan selatan 03 jakarta barat ,di duga keras mengabaikan perawatan gedung sekolah dan tidak tau kemana arah anggaran dana bos dan bop. yang di wajibkan setiap sekolah untuk memasang mading, untuk pengeluaran dana bos dan bop agar publik mengetahui. anggaran dana bos dan bop yg transparan. saat dikonfirmasi kepala sekolah sdn 03 kembangan selatan jakarta barat. tetapi ironis nya kepala sekolah enggan untuk menemui awak media. di duga keras penggunaan dana bos dan bop, sdn 03 kembangan selatan jakarta barat tidak tau arah dana anggaran bos yang sudah di alokasikan, diketahui besaran dana bos setiap sekolah bisa berbeda-beda, tergantung jumlah murid yang ada disekolah masing- masing, yang jumlah muridnya banyak maka mendapatkan dana bos nya banyak. butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",13
truk2 operasional setiap hari diparkirkan di jalan yg cukup sempit dan pas dengan belokan jalan sehingga sangat membahayakan. jalan ini sangat sempit sehingga setiap sore selalu menyebabkan kemacetan dan sangat berbahaya di pagi hari atau saat jalan relatif sepi karena kendaraan melaju lebih cepat. tolong agar dapat dipindahkan ke tempat lain dan bukan pada jalanan umum. dan jangan hanya himbauan sekali dua kali saja karena pasti akan terus terulang.,Jalan,10
"banyak lumpur dan sampah pasca banjir kemarin, mohon bantuan untuk dibersihkan","Saluran Air, Kali/Sungai",3
jalan rusak cukup parah dekat pos satpam/pintu masuk komplek lebak lestari. mohon segera diperbaiki terima kasih,Jalan,1
"trotoar tidak rapi banyak rusak juga, tolong diperbaiki.",Trotoar,4
"bendera liar bendera liar parpol sampah di flyover acara sudah kelar, kenapa ga ditertibkan benderanya? apa karena partainya ndut omon-omon ndasmu?!",Reklame/Spanduk ,36
"permasalahan: banyak sekali sampah di selokan harus di tindak lanjuti karena bisa membuat banjir di sekitar cempaka putih. mohon segera di tindakan lanjutin masalah ini, terimakasih. kategori: sampah di selokan",Sampah ,3
"butuh segera ditindaklanjuti karena pohon sudah semakin tinggi, batang sudah menua, dan posisi sedikit miring. hal ini cukup mengkhawatirkan terutama saat musim hujan dan angin kencang, jika roboh dapat menimpa rumah atau benda di sekitarnya. atas perhatiannya kami sampaikan terima kasih.",Pohon,6
topping pangkas rapihkan sudin jakut agar rapi......,Pohon,16
pohon harap dipangkas kehutanana agar rapi rawan tumbang,Pohon,16
mohon di bantu untuk penopingan pohon yg ada di wilayah tk meruya selatan 2 karena sdh sangat tinggi banyak ranting yg sdh pada rapuh takut hal yang tidak di inginkan.. terima kasih segera tindak lanjuti masalah,Pohon,6
tanaman liar harap dipangkas ppsu agar tidak menjadi sarang ular,Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan (PPSU),39
permasalahan: segera tindak lanjuti masalah... kepada sudin tata kelola air pusat... cluster kami sudah mengalami longsor 2x sejak tahun 2020 namun sudin tata kelola air belum juga merealisasikan pembangunan turap di wialayah kami... haruskah sampe perumahan kami longsor dan memakan korban jiwa baru dilakukan pembenahan terhadap longsor ini... mohon sudin tata kelola air bekerja secepatnya... tolong kami pak... jangan sampe menelan korban jiwa..segera tindak lanjuti masalah... urgent....butuh segera ditindaklanjuti karena sudah semakin parah,Penanganan Banjir,3
area utama h seolah abis disemen kena kerusakan juga tapi manjang ganggu pejalan kaki. mohon asphal ulang dan sata diasphal dijaga lama,Jalan,14
"tolong jln disni bikin satu arah lah, biar tidak terjadi begini tolong bikin satu arah lahh butuh segera ditindaklanjuti karena",Arus Lalu Lintas,7
"kanstin trotoar rusak-rusak simpang bojong raya, tolong diperbaiki.",Trotoar,4
"yth pak pramono dan pak rano karno… pak kami sebagai warga janur village merasa terancam akibat air kali yg terus menggerus perumahan janur village, kami sudah melaporkan sebelumnya bahwa telah terjadi longsor yg menyebabkan tembok perumahan janur village runtuh… nah tepat pada malam ini pukul 20.20 pos satpam kami kembali jatuh ke kali cipinang tersebut… karena debit air yg terlalu tinggi malam ini… kami mohon kepada bapak gubernur dan wakil gubernur untuk megetuk pintu hati sudin sda jangan sampai terjadi korban jiwa di perumahan janur village… karena sebentar lagi ini bisa saja membuat longsor perumahan warga janur village… apabila melihat laporan kami sebelumnya bahwa paling lama desember baru ditangani sudin sda kami khawatirka itu terlalu lama dan mungkin sudah akan memakan korban jiwa atau korban longsor yg lebig besar lagi… jadi kami mohon pak gubernur dan wakil gubernur daripada uang rakyat dikorupsi terus mendingan membantu perumahan janur village yg posisinya sudah kritis seperti ini… tolong juga kepada sudin sda jangan terlalu lama birokrasi anggarannya… segera lah bertindak pak.. semua pihak lurah, lkm, rt sudah bekerja dengan sangat baik dan melihat langsung kejadian di lokasi namun pihak sudin sda belum juga merealisasikannya… tolong kami pak pram dan pak rano karno…","Saluran Air, Kali/Sungai",3
jalan amblas karena saluran air di bawahnya longsor terkikis air hujan. sudah ditambal beberapa kali tetapi kembali longsor. jalan adalah satu-satunya akses masuk ke gang. mohon ditindaklanjuti segera karena dapat mengganggu kegiatan sehari-hari warga penghuni gang dan sangat berbaha jika tiba-tiba amblas mengingat diameter lubang yang cukup besar dan dalam.,Jalan,1
"mohon jalan rusak bbrapa meter dekat lampu merah, sekitar tutupan galian atau pln tks",Jalan,14
"yth badan pendapatan restoran sugih merangkap fried chicken dan o pecel lele jelas kategori restoran, lalu yg sudah sebulan ibi aeharusnya tuntas kena pajak dri badan pendapatan untuk kategori reklame instan. jenis reklame ini yg bisa tahan berusia setahun karna kualitas reklame instan nya berbahan kain bagus. kapan sp nya bisr dipantau perkembangan sekali sebulan",Keluhan Pelayanan ,26
hilangkan arahkanan (salemba dan. matraman) karna di belok kanan tidak boleh! menyesatkan dan bisa tertangkap polisi terus kalau belok kanan masih ada rambunya,Jalan,7
